0, 0
0, 0
<<<<<<< Updated upstream
=======
1, 1
2, 1
3, 1
3, 3
4, 5
4, 5
5, 5
5, 6
6, 7
7, 8
7, 9
10, 9
2, 0
2, 1
2, 1
3, 3
4, 4
6, 5
7, 5
7, 5
7, 7
9, 8
10, 9
11, 9
11, 9
11, 10
2, 0
3, 0
3, 1
5, 2
5, 3
5, 5
5, 7
10, 12
13, 14
17, 18
19, 21
19, 21
19, 22
24, 24
2, 1
3, 3
4, 5
5, 8
6, 11
6, 11
8, 12
10, 15
12, 17
14, 20
18, 20
20, 22
22, 24
25, 25
3, 3
4, 7
6, 7
6, 9
9, 13
10, 21
14, 24
18, 24
18, 26
21, 28
23, 30
23, 32
27, 32
30, 35
0, 0
0, 6
2, 8
2, 10
6, 13
7, 16
10, 18
11, 19
13, 20
14, 21
17, 26
18, 33
22, 37
23, 43
2, 2
4, 6
10, 12
11, 15
13, 20
16, 23
17, 28
21, 30
27, 31
36, 32
40, 33
43, 33
48, 38
48, 38
4, 4
4, 7
4, 10
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
